Facility Name,Facility Address,Latitude,Longitude,NAICS Code,Pollutant,Source Type,Emissions in Tons,Year
JJ Collins Sons Inc,2351 Madison Ave,39.5002,-88.1558,323111,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,0.006,2011
Hayes Abrasives Inc,120 Smith Rd,39.1667,-89.4772,327910,PM2.5 Primary (Filt + Cond,,0.000762097,2011
ADM Grain Co,10 N Center St,39.7986,-87.8675,424510,PM2.5 Primary (Filt + Cond,,0.3560078567,2011
Fox Metro Water Reclamation District,682 Route 31,41.7156,-88.3529,221320,PM2.5 Primary (Filt + Cond,Wastewater Treatment Facility,1.41262,2011
Ozinga Chicago RMC Inc,2255 S Lumber St,41.8512,-87.6428,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.6346526,2011
Allied Asphalt Paving Co,1555 W Washington,41.8791,-88.2345,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,1.9109776,2011
Mt Olivet Memorial Park,1436 Kenosha Rd,42.4688,-87.865,812210,PM2.5 Primary (Filt + Cond,Crematory - Human,1.56,2011
IL Bell Telephone Co dba AT&T Illinois,1520 Chicago Ave,42.0458,-87.6807,517911,PM2.5 Primary (Filt + Cond,,0.000742685,2011
BFI Waste Systems Of North America Inc,IL 158 @ Mine Haul Rd,38.4898,-90.0318,562212,PM2.5 Primary (Filt + Cond,Landfill,0.58,2011
Alliance Grain Co,121 N Maple St,40.8823,-88.2669,424510,PM2.5 Primary (Filt + Cond,,0.2519051467,2011
Total Grain Marketing LLC,West S 5th St,39.4016,-88.8135,424510,PM2.5 Primary (Filt + Cond,,0.1033241163,2011
Donovan Farmers Co-Operative Elevator Inc,104 S 1st,40.9167,-87.724,424510,PM2.5 Primary (Filt + Cond,,0.466770697,2011
Bakley Construction Corp,19N543 Square Barn Rd,42.1485,-88.3637,212321,PM2.5 Primary (Filt + Cond,,0.00294118,2011
Ipsen Ceramics,325 John St,42.3143,-89.3675,327120,PM2.5 Primary (Filt + Cond,"Brick, Structural Clay, or Clay Ceramics Plant",0.3,2011
Du Quoin Veterinary Clinic,1277 S Washington,37.9899,-89.2341,541940,PM2.5 Primary (Filt + Cond,,0.02886,2011
Manley Brothers of Indiana,300 S Vermillion Rd,41.4552,-89.079,212322,PM2.5 Primary (Filt + Cond,,3.15691198,2011
ADVANCED ASPHALT,UNKNOWN,41.3857,-89.4716,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Wentworth Tire Service,716 E 120th St,41.6764,-87.6047,441310,PM2.5 Primary (Filt + Cond,,0.292941,2011
En-Chro Plating Ltd,2755 W Lake St,41.8964,-87.8685,332813,PM2.5 Primary (Filt + Cond,,0.04,2011
Ruff Bros Grain Co,100 Locust St,41.0414,-88.8713,424510,PM2.5 Primary (Filt + Cond,,0.25509368,2011
VCNA Prairie Illinois Inc Yard 1039,13 Raymond Rd,40.0094,-88.5782,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0,2011
Rush University Medical Center,1653 W Congress Pkwy,41.8734,-87.6693,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.59,2011
VCNA Prairie Illinois Inc Yard 1022,704 N Section St,40.1367,-87.622,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.211911683,2011
JERSEYVILLE AVIATION INC,Unknown,39.0966,-90.3133,48811,PM2.5 Primary (Filt + Cond,Airport,0.0228211,2011
Touchette Regional Hospital,5900 Bond Ave,38.5705,-90.1076,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Belvidere Quarry,4151 Irene Rd,42.218,-88.8889,212312,PM2.5 Primary (Filt + Cond,,0.1931795,2011
QUIKRETE-Chicago,1 S 950 Lorang Rd,41.8379,-88.4927,327390,PM2.5 Primary (Filt + Cond,,1.693987825,2011
North American Salt Co,9267 S Harbor Ave,41.7261,-87.5438,424690,PM2.5 Primary (Filt + Cond,,0.358065,2011
UK Abrasives Inc,3045 MacArthur Blvd,42.1478,-87.8552,327910,PM2.5 Primary (Filt + Cond,,0.056962,2011
Standard Register,255 W Fleming St,40.7708,-87.7385,334519,PM2.5 Primary (Filt + Cond,,0.497232,2011
Berger-Vandenberg School,14833 Avalon Ave,41.6245,-87.5864,611110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.0804769,2011
CADY AERIAL RLA,Unknown,41.6606,-89.6942,48811,PM2.5 Primary (Filt + Cond,Airport,0.00822005,2011
Clear Channel Outdoor,4000 S Morgan St,41.8205,-87.6515,323113,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,0.02,2011
Loyola University Medical Center,2160 S First Ave,41.8611,-87.8365,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Walker Place,217 E Wilson St,40.3063,-87.6971,424510,PM2.5 Primary (Filt + Cond,,0.51018746,2011
Van Fab Inc,1 Center St,41.106,-88.1452,332322,PM2.5 Primary (Filt + Cond,,0.0210811,2011
JVK Precision Hard Chrome,29 W Commercial Ave,41.9155,-87.9901,332813,PM2.5 Primary (Filt + Cond,,0.008,2011
Shawnee Stone,8395 State Route 37 S,37.3202,-89.0211,212312,PM2.5 Primary (Filt + Cond,,0.04206897,2011
VCNA Prairie Illinois Buidling Materials LLC/Valley Batavia,622 Ogden Ave,41.724,-88.2703,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0,2011
Interior Crafts Inc,2513 W Cullerton,41.8545,-87.6896,337122,PM2.5 Primary (Filt + Cond,,0.05,2011
Pepsi-Cola General Bottlers Inc,650 W 51st St,41.8029,-87.6419,312111,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,0.22344,2011
RIVERODE FARMS,Unknown,40.844,-88.5609,48811,PM2.5 Primary (Filt + Cond,Airport,0.0076182,2011
Stark Materials Inc,9359 E 1000 N Rd,40.4271,-89.0884,212312,PM2.5 Primary (Filt + Cond,,0.173012,2011
Western Grain Marketing LLC,13997 E Hwy,40.5597,-90.1801,424510,PM2.5 Primary (Filt + Cond,,0.17623713,2011
DAWSON FARMS,Unknown,39.7644,-88.6695,48811,PM2.5 Primary (Filt + Cond,Airport,0.00754797,2011
CORWITH,Unknown,41.8172,-87.7141,488210,PM2.5 Primary (Filt + Cond,Rail Yard,8.49131,2011
The Art Institute Of Chicago,111 S Michigan Ave,41.8795,-87.6236,712110,PM2.5 Primary (Filt + Cond,,0.84,2011
Continental Mills,1200 Stevens Ave,39.1035,-88.5568,311812,PM2.5 Primary (Filt + Cond,Bakeries,0.000966668,2011
St Francis Pet Crematory,3255 Gleasman Rd,42.398,-89.1033,812210,PM2.5 Primary (Filt + Cond,Crematory - Animal,0.208,2011
Total Grain Marketing LLC,Route 4,39.4123,-88.7131,424510,PM2.5 Primary (Filt + Cond,,0.042133333,2011
Woodhull Cooperative Grain Co,102 W Sauk Ave,41.1108,-90.4004,424510,PM2.5 Primary (Filt + Cond,,0.295210903,2011
Farmers Grain Co of Central IL,106 W Olive St,40.0524,-89.1857,424510,PM2.5 Primary (Filt + Cond,,1.30543734,2011
Leone Grain & Supply Inc,3052 E 103rd Rd,41.3742,-89.1596,424510,PM2.5 Primary (Filt + Cond,,0.0592090333,2011
FS Grain LLC,2490 Grand Ridge Rd,41.2418,-88.4653,424510,PM2.5 Primary (Filt + Cond,,1.8554222,2011
Washington Landfill Inc,Guth & Foster Rd,40.6894,-89.4259,562212,PM2.5 Primary (Filt + Cond,Landfill,0.041496,2011
TINLEY PARK HELISTOP,Unknown,41.5589,-87.806,48811,PM2.5 Primary (Filt + Cond,Airport,0.001550882,2011
Domino Amjet Inc,1290 Lakeside Dr,42.3766,-87.9528,333244,PM2.5 Primary (Filt + Cond,,0.089631,2011
Poggenpohl Ready-Mix,21736 IL Rte 4,39.314,-89.8763,327320,PM2.5 Primary (Filt + Cond,,0.60191896,2011
Richard J Daley Center,50 W Washington St,41.8841,-87.6302,921190,PM2.5 Primary (Filt + Cond,,0.93,2011
Pekin Memorial Hospital,600 S 13th St,40.5628,-89.6323,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.1900125244,2011
Red-E-Mix-Granite City,812 St Thomas Rd,38.751,-90.1312,327320,PM2.5 Primary (Filt + Cond,,0.25299139,2011
Ruff Bros Grain Co,1070 N 1050 Rd,41.0847,-88.956,424510,PM2.5 Primary (Filt + Cond,,0.24464468,2011
Consolidated Grain & Barge Co,2759 Hwy 94 & 135,41.034,-90.7452,424510,PM2.5 Primary (Filt + Cond,,0,2011
McKeown-Dunn Funeral Home Ltd,1801 S Douglas Rd,41.6954,-88.3148,812210,PM2.5 Primary (Filt + Cond,,0.02,2011
TC Industries Inc,3703 S Rte 31,42.2753,-88.2911,332811,PM2.5 Primary (Filt + Cond,,2.5106,2011
Gallagher Materials Corp,4500 Belson Rd,41.1865,-87.8558,324121,PM2.5 Primary (Filt + Cond,,0.655455,2011
John Deere Global Crop Harvesting Product Development Cente,1800 158th St,41.5171,-90.4013,333111,PM2.5 Primary (Filt + Cond,,0.0227273,2011
Brandt Construction Co,E 550th St,41.4479,-90.3286,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.078570576,2011
Advanced Disposal Services Valley View Landfill Inc,1145 Bear Rd,39.8223,-89.044,562212,PM2.5 Primary (Filt + Cond,Landfill,2.38,2011
G & K Services Inc,5611 11th St,42.2002,-89.0736,812332,PM2.5 Primary (Filt + Cond,Dry Cleaner - Petroleum Solvent,0.1,2011
Southern Illinois University School of Medicine,801 N Rutledge,39.8102,-89.658,611310,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.1475,2011
OSF St. Francis Medical Center,530 NE Glen Oak Ave,40.7028,-89.5921,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
ADM/Fasco,19560 Rte 38 E,41.9357,-88.9699,424510,PM2.5 Primary (Filt + Cond,,0.4927191,2011
DeKalb County Landfill,18370 Somonauk Rd,41.8982,-88.6825,562212,PM2.5 Primary (Filt + Cond,Landfill,2.93,2011
Asgrow Seed Co LLC,1982 Il Rt 48,39.6321,-89.1966,311119,PM2.5 Primary (Filt + Cond,,2.95323777,2011
Titan Tire Corp of Freeport,3769 Rte 20 E,42.2735,-89.5396,326211,PM2.5 Primary (Filt + Cond,"Plastic, Resin, Syn Fiber or Rubber Products Plant",12.2884833,2011
Petersen Finishing Corp,3827 N Willow St,41.9487,-87.8581,332813,PM2.5 Primary (Filt + Cond,,0.06520548,2011
Trunkline Gas Co,927 N CR 800 E,39.7904,-88.3247,486210,PM2.5 Primary (Filt + Cond,Compressor Station,11.27,2011
Langheim Ready Mix Inc,118 N 1st St,39.4481,-89.7767,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.1,2011
ADM Grain Co,Highway 17,41.1033,-90.9459,424510,PM2.5 Primary (Filt + Cond,,0.5531401,2011
Perry Memorial Hospital,530 Park Avenue E,41.3668,-89.4561,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Peoples Gas Light & Coke Co,1241 W Division St,41.9023,-87.6582,221210,PM2.5 Primary (Filt + Cond,,0.082,2011
GEHANT,Unknown,41.6973,-89.145,48811,PM2.5 Primary (Filt + Cond,Airport,0.00706535,2011
Coles County Memorial Airport,432 Airport Rd,39.478,-88.2796,488119,PM2.5 Primary (Filt + Cond,Airport,1.741637500766,2011
Ropak Packaging,2350 Lively Blvd,41.9919,-87.9712,326199,PM2.5 Primary (Filt + Cond,,0.4449537,2011
Metro Concrete LLC,1117 Reese Dr,38.591,-89.8011,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.036022553,2011
Mendota Agri-products Inc,448 N 3973 Rd,41.5165,-89.0793,311613,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,0.645103,2011
Strathmore Co,2000 Gary Ln,41.8816,-88.3323,323111,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,0.03,2011
St Marys Hospital,400 N Pleasant St,38.5302,-89.1171,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.165995,2011
Peabody Midwest Mining LLC,4500 N 1500 E,39.937,-87.6645,212112,PM2.5 Primary (Filt + Cond,,0,2011
The American Coal Company Heliport,Unknown,37.8382,-88.5833,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
ADM Grain Co,Walnut St,40.1205,-88.8546,424510,PM2.5 Primary (Filt + Cond,,0.4103092,2011
Harrisburg-Raleigh Airport,Airport Rd,37.8126,-88.5505,488119,PM2.5 Primary (Filt + Cond,Airport,0.6592609,2011
Rees Farmers Elevator Co,765 Rees Station Rd,39.6342,-90.0943,424510,PM2.5 Primary (Filt + Cond,,0.51018746,2011
RTC Ottawa Landfill Gas To Energy Plant,2840 E 13th Rd,41.3434,-88.9011,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,2.75184,2011
Kester,800 W Thorndale,41.9821,-88.0249,331491,PM2.5 Primary (Filt + Cond,Fabricated Metal Products Plant,0.197090065,2011
Crossroads Community Hospital,8 Doctors Park Rd,38.3122,-88.9357,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
William W Nugent & Co,3440 Cleveland St,42.0304,-87.7154,333413,PM2.5 Primary (Filt + Cond,,0.10623,2011
C & H Gravel Co,1301 Commerce Ave,39.1079,-88.5568,212321,PM2.5 Primary (Filt + Cond,,0.002613813,2011
Okaw Farmers Coop Inc,360 N CR 425 E,39.7041,-88.3911,424510,PM2.5 Primary (Filt + Cond,,0.194333013,2011
WIND ROSE FARM,Unknown,42.1794,-88.633,48811,PM2.5 Primary (Filt + Cond,Airport,0.00840787,2011
Terrell Materials Corp,Patton Dr O Hare International,41.9873,-87.8886,327320,PM2.5 Primary (Filt + Cond,,0.120363691,2011
Okaw Farmers Coop Inc,1545 CR 1900N,39.6788,-88.5228,424510,PM2.5 Primary (Filt + Cond,,0.64442174,2011
Cloverhill Pastry-Vend LLC,2035 N Naragansett Ave,41.9173,-87.7845,311812,PM2.5 Primary (Filt + Cond,Bakeries,3.220164,2011
IL DEPT OF CORRECTIONS/LAWRENCE COUNTY,Unknown,38.7285,-87.9082,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Capital One Services Inc,26525 N Riverwoods Blvd,42.2466,-87.9037,522298,PM2.5 Primary (Filt + Cond,,0.00039,2011
Navistar Inc,10400 W North Ave,41.9106,-87.88,333618,PM2.5 Primary (Filt + Cond,,6.02718,2011
Aramak Uniform Services Inc,6 Ultraway Dr,38.7432,-89.6905,812332,PM2.5 Primary (Filt + Cond,,0.06,2011
McCarthy Improvement Co,207th St N & Friedens Rd,41.5388,-90.3357,324121,PM2.5 Primary (Filt + Cond,,0,2011
MWRD Kirie Water Reclamation Plant,701 W Oakton St,42.0213,-87.9371,221320,PM2.5 Primary (Filt + Cond,Wastewater Treatment Facility,0.081,2011
Illinois Mining Corp,10800 Route 83,41.6939,-87.936,212321,PM2.5 Primary (Filt + Cond,,0,2011
Joseph Weil & Sons Inc,825 E 26th St,41.843,-87.8661,424130,PM2.5 Primary (Filt + Cond,,0.207803,2011
Rogers  Clinton Readi-mix,1518 Rte 54 E,40.1519,-88.942,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.836182,2011
Plastisol Products Inc,1002 Republic Dr,41.9251,-88.0138,424690,PM2.5 Primary (Filt + Cond,,0.051813953,2011
Perry Memorial Hospital,530 Park Ave E,41.3668,-89.4561,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.1,2011
Encompass Grain & Rail Coop,16827 CR 3740 E,40.3011,-89.6504,424510,PM2.5 Primary (Filt + Cond,,0.66207733,2011
Alliance Grain Co,220 W 8th St,40.4658,-88.378,424510,PM2.5 Primary (Filt + Cond,,0.065515,2011
Harvey Cement Products,16030 Park Ave,41.5976,-87.6506,327331,PM2.5 Primary (Filt + Cond,,0.122266962,2011
Material Sciences Corp,2300 E Pratt Blvd,41.9995,-87.9458,332812,PM2.5 Primary (Filt + Cond,,0.07,2011
Geneva Construction Co,216 E Butterfield Rd,41.8061,-88.3161,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,5.21481323,2011
Glen-Gery Corp,1401 Broadway St,41.3217,-88.6857,327120,PM2.5 Primary (Filt + Cond,"Brick, Structural Clay, or Clay Ceramics Plant",2.88627,2011
Frasca Field,1402 E Airport Rd,40.1451,-88.2007,488119,PM2.5 Primary (Filt + Cond,Airport,0.8220201,2011
Mexichem Specialty Resins Inc,1546 CR 1450 N,41.1353,-89.3411,325211,PM2.5 Primary (Filt + Cond,"Plastic, Resin, Syn Fiber or Rubber Products Plant",57.38055,2011
UNCLE CHUCK S,Unknown,41.9178,-88.7894,48811,PM2.5 Primary (Filt + Cond,Airport,0.00835724,2011
VIENNA CORRECTIONAL CENTER,Unknown,37.3971,-88.7748,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Klein Tools Inc,2300 E Devon Ave,41.9942,-87.9462,332111,PM2.5 Primary (Filt + Cond,,0.03293165,2011
Gottlieb Memorial Hospital,701 W North Ave,41.9114,-87.8436,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Woodland Recycling and Disposal Facility,7n500 Rte 25,41.9845,-88.2805,562212,PM2.5 Primary (Filt + Cond,Landfill,8.2403,2011
Cargill Ag Horizons,Springfield Rd And Franklin St,39.6108,-87.7112,424510,PM2.5 Primary (Filt + Cond,,0.1067270166,2011
Meda Pharmaceuticals Inc,705 E Eldorado St,39.8453,-88.9481,325412,PM2.5 Primary (Filt + Cond,,0.04,2011
WestRock CP LLC,965 Muirfield Dr,41.9812,-88.126,322211,PM2.5 Primary (Filt + Cond,,0.2113924,2011
Keebler Co,2945 W 31st St,41.8361,-87.6991,311352,PM2.5 Primary (Filt + Cond,,2.116724,2011
Stahl Ready-Mixed Concrete,117-119 S Galena Ave,41.0608,-89.7706,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.014460589,2011
Greif Industrial Packaging & Services LLC,4300 W 130th St,41.6551,-87.7244,332439,PM2.5 Primary (Filt + Cond,Fabricated Metal Products Plant,0.4734884,2011
G&K Services Inc,8201 S Cork Ave,41.7426,-87.8374,812332,PM2.5 Primary (Filt + Cond,,0.09,2011
Spartan Light Metal Products Inc,510 E McClurkin St,38.1206,-89.6941,331523,PM2.5 Primary (Filt + Cond,"Foundries, non-ferrous",0.808913,2011
Ballard Bros Inc,420 E Lincoln St,39.4411,-90.3976,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.074368055,2011
American Demolition Corp,340 S Western Ave,41.8764,-87.6871,238190,PM2.5 Primary (Filt + Cond,,0,2011
CHICAGO FIRE DEPT AIR SEA RESCUE,Unknown,41.7244,-87.5264,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Glenbrook Excavating & Concrete Inc,1350 N Old Rand Rd,42.2814,-88.1512,237110,PM2.5 Primary (Filt + Cond,,0.5095253,2011
Sunrise Ag Service Co,Rte 1 Box 156,39.9534,-90.198,424910,PM2.5 Primary (Filt + Cond,,0.2712475897,2011
Elmhurst Chicago Stone,45 W 371 Main St,41.8357,-88.4965,212312,PM2.5 Primary (Filt + Cond,,1.34291935647,2011
Decatur Memorial Hospital,2300 N Edward St,39.867,-88.9615,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Bell City Battery Mfg Co,915 S Charles St,38.5044,-89.9796,335911,PM2.5 Primary (Filt + Cond,Battery Plant,0.04,2011
HBM Electrochemical Co,2800 Bernice Rd,41.5793,-87.5485,332813,PM2.5 Primary (Filt + Cond,,0.002545,2011
Vision Pickling & Processing Co,9341 Rte 23,41.7664,-88.7568,332813,PM2.5 Primary (Filt + Cond,,0.05,2011
BUSSART,Unknown,39.5822,-87.8489,48811,PM2.5 Primary (Filt + Cond,Airport,0.0113714,2011
Chem Processing Inc,3910 Linden Oaks Dr,42.2191,-89.0249,332813,PM2.5 Primary (Filt + Cond,,0.00114843,2011
HUMM,Unknown,41.5993,-88.8709,48811,PM2.5 Primary (Filt + Cond,Airport,0.0000816615,2011
Rock River Lumber & Grain Co,25015 Harvey Rd,41.7873,-89.7665,424510,PM2.5 Primary (Filt + Cond,,0.0287463333,2011
Goudie Tool and Engineering,480 Telser Rd,42.2056,-88.067,332813,PM2.5 Primary (Filt + Cond,,0.0002,2011
Computer Sciences Corp,350 E Cermak Ste 400,41.8536,-87.6183,541513,PM2.5 Primary (Filt + Cond,,0.0014,2011
Raynor Garage Doors,1101 E River Rd,41.8486,-89.4613,332321,PM2.5 Primary (Filt + Cond,Fabricated Metal Products Plant,0.0063234,2011
Gold Star FS Inc,1008 7th Ave,41.6565,-90.0814,424510,PM2.5 Primary (Filt + Cond,,0.1205808897,2011
BWAY Corp,3200 S Kilbourn,41.8349,-87.7376,332431,PM2.5 Primary (Filt + Cond,Fabricated Metal Products Plant,1.5218224,2011
Holland Manufacturing Corp,13901 Indiana Ave,41.6426,-87.6166,327120,PM2.5 Primary (Filt + Cond,,1.471818,2011
Lindauer Airport,1 mile SE of New Athens,38.3035,-89.8553,48811,PM2.5 Primary (Filt + Cond,Airport,0.00829436,2011
Washington Group-Alberici,675 New Dam Rd,37.1888,-89.0667,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.115925145,2011
BL Downey Co LLC,2125 Gardner Rd,41.8646,-87.867,332812,PM2.5 Primary (Filt + Cond,,0.602766,2011
Krutmeier Airport,1 mile E of Payson,39.8204,-91.2215,48811,PM2.5 Primary (Filt + Cond,Airport,0.007156,2011
Southern Illinois Storm Shelters Inc,450 E Illinois,38.0157,-88.9127,326199,PM2.5 Primary (Filt + Cond,,0,2011
Kinkaid Stone Co,4287 Kinkaid Stone Rd,37.8626,-89.5927,212312,PM2.5 Primary (Filt + Cond,,0.07,2011
Casper Stolle Quarry & Contracting Co,3003 Stolle Rd,38.5423,-90.1651,212312,PM2.5 Primary (Filt + Cond,,1.543135,2011
RiverStone Group Inc,772 175th St,40.7386,-90.4613,212312,PM2.5 Primary (Filt + Cond,,0.193082,2011
Custom Aluminum Products Inc,312 Eureka St,42.1001,-88.6868,331318,PM2.5 Primary (Filt + Cond,,0.11,2011
Chem Processing,715 N Madison St,42.2747,-89.0845,332813,PM2.5 Primary (Filt + Cond,,0.047573084,2011
Behr Iron & Steel,201 Wheeler Ave,42.4944,-89.029,423930,PM2.5 Primary (Filt + Cond,,2.6078552,2011
Top Ag Cooperative Inc,820 Pacatte,38.7815,-89.5969,424510,PM2.5 Primary (Filt + Cond,,0.31062999,2011
Shelby Memorial Hospital,200 S Cedar St,39.4061,-88.8088,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Illinois Central Gulf Railroad,600 Gilmore St,38.5059,-89.1432,482111,PM2.5 Primary (Filt + Cond,,0.007022,2011
Cargill Inc,W Highway 36 Box 230,39.795,-88.2977,424510,PM2.5 Primary (Filt + Cond,,1.83354,2011
VA Edward Hines Jr Hospital,5000 S 5th Ave,41.8521,-87.834,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",1.50127244,2011
HC Duke & Son Inc,2116 8th Ave,41.5211,-90.4213,333241,PM2.5 Primary (Filt + Cond,Industrial Machinery or Equipment Plant,0.117907,2011
Maplehurst Farms,303 E Chicago Ave,42.102,-89.0927,424510,PM2.5 Primary (Filt + Cond,,0.116843703,2011
Global Material Technologies Inc,2825 W 31st St,41.8368,-87.6962,327910,PM2.5 Primary (Filt + Cond,,2.462975,2011
St Marys Cement Inc,400 Seahorse Dr,42.3636,-87.8256,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.0593307,2011
Tri-Con Materials Inc,13559 ESK St,41.3028,-89.2933,212312,PM2.5 Primary (Filt + Cond,,0.131999,2011
Western Grain Marketing LLC,1220 Carter St,40.6338,-90.1771,424510,PM2.5 Primary (Filt + Cond,,0.1182088567,2011
EI Dupont De Nemours & Co,2830 US Highway 24 E,40.7383,-88.997,325320,PM2.5 Primary (Filt + Cond,,0.1247097,2011
Foster Field Airport,6144 N Lake Rd #1,42.4664,-90.1694,48811,PM2.5 Primary (Filt + Cond,Airport,0.0922454,2011
Nobert Plating Co,340 N Ashland Ave,41.8876,-87.6674,332813,PM2.5 Primary (Filt + Cond,,0.042852947,2011
St Xavier University,3700 W 103rd St,41.7109,-87.7152,611310,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.1575,2011
Wright Concrete Recycling Inc,16501 S Crawford Ave,41.5892,-87.7097,327320,PM2.5 Primary (Filt + Cond,,0.002446,2011
Panhandle Eastern Pipeline Co,3302 State Highway 104,39.5919,-89.9802,486210,PM2.5 Primary (Filt + Cond,Compressor Station,1.5748936,2011
